category,section,title,url,description,source,stars,github_url
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references,Elicitation — spec-native user input,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references/elicitation.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references,Remote Streamable-HTTP MCP Server — Scaffold,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references/remote-http-scaffold.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references,Resources & Prompts — the other two primitives,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references/resources-and-prompts.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references,Server capabilities — the rest of the spec,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references/server-capabilities.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references,Tool Design — Writing Tools Claude Uses Correctly,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references/tool-design.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references,Version pins,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/references/versions.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcpb,build-mcpb,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcpb/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcpb/references,Local MCP Security,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcpb/references/local-security.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev/skills/build-mcpb/references,MCPB Manifest Schema (v0.4),anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcpb/references/manifest-schema.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-tunnels,mcp-tunnels,anthropic-collection/claude-plugins-official/plugins/mcp-tunnels/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-tunnels/commands,Create Docker Mcp Tunnel,anthropic-collection/claude-plugins-official/plugins/mcp-tunnels/commands/create-docker-mcp-tunnel.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/php-lsp,php-lsp,anthropic-collection/claude-plugins-official/plugins/php-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground,Playground Plugin,anthropic-collection/claude-plugins-official/plugins/playground/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground/skills/playground,playground,anthropic-collection/claude-plugins-official/plugins/playground/skills/playground/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground/skills/playground/templates,Code Map Template,anthropic-collection/claude-plugins-official/plugins/playground/skills/playground/templates/code-map.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground/skills/playground/templates,Concept Map Template,anthropic-collection/claude-plugins-official/plugins/playground/skills/playground/templates/concept-map.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground/skills/playground/templates,Data Explorer Template,anthropic-collection/claude-plugins-official/plugins/playground/skills/playground/templates/data-explorer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground/skills/playground/templates,Design Playground Template,anthropic-collection/claude-plugins-official/plugins/playground/skills/playground/templates/design-playground.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground/skills/playground/templates,Diff Review Template,anthropic-collection/claude-plugins-official/plugins/playground/skills/playground/templates/diff-review.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/playground/skills/playground/templates,Document Critique Template,anthropic-collection/claude-plugins-official/plugins/playground/skills/playground/templates/document-critique.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev,Plugin Development Toolkit,anthropic-collection/claude-plugins-official/plugins/plugin-dev/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/agents,Agent Creator,anthropic-collection/claude-plugins-official/plugins/plugin-dev/agents/agent-creator.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/agents,Plugin Validator,anthropic-collection/claude-plugins-official/plugins/plugin-dev/agents/plugin-validator.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/agents,Skill Reviewer,anthropic-collection/claude-plugins-official/plugins/plugin-dev/agents/skill-reviewer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/commands,Create Plugin,anthropic-collection/claude-plugins-official/plugins/plugin-dev/commands/create-plugin.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/agent-development,agent-development,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/agent-development/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/agent-development/examples,AI-Assisted Agent Generation Template,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/agent-development/examples/agent-creation-prompt.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/agent-development/examples,Complete Agent Examples,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/agent-development/examples/complete-agent-examples.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/agent-development/references,Agent Creation System Prompt,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/agent-development/references/agent-creation-system-prompt.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/agent-development/references,System Prompt Design Patterns,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/agent-development/references/system-prompt-design.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/agent-development/references,Agent Triggering: Best Practices,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/agent-development/references/triggering-examples.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development,Command Development Skill,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development,command-development,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/examples,Plugin Command Examples,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/examples/plugin-commands.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/examples,Simple Command Examples,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/examples/simple-commands.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/references,Advanced Workflow Patterns,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/references/advanced-workflows.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/references,Command Documentation Patterns,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/references/documentation-patterns.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/references,Command Frontmatter Reference,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/references/frontmatter-reference.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/references,Interactive Command Patterns,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/references/interactive-commands.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/references,Marketplace Considerations for Commands,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/references/marketplace-considerations.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/references,Plugin-Specific Command Features Reference,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/references/plugin-features-reference.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/command-development/references,Command Testing Strategies,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/command-development/references/testing-strategies.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/hook-development,hook-development,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/hook-development/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/hook-development/references,Advanced Hook Use Cases,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/hook-development/references/advanced.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/hook-development/references,Migrating from Basic to Advanced Hooks,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/hook-development/references/migration.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/hook-development/references,Common Hook Patterns,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/hook-development/references/patterns.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/hook-development/scripts,Hook Development Utility Scripts,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/hook-development/scripts/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/mcp-integration,mcp-integration,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/references,MCP Authentication Patterns,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/references/authentication.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/references,MCP Server Types: Deep Dive,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/references/server-types.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/references,Using MCP Tools in Commands and Agents,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/references/tool-usage.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-settings,plugin-settings,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/examples,Create Settings Command,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/examples/create-settings-command.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/examples,Example Plugin Settings File,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/examples/example-settings.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/references,Settings File Parsing Techniques,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/references/parsing-techniques.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/references,Real-World Plugin Settings Examples,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/references/real-world-examples.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-structure,Plugin Structure Skill,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-structure,plugin-structure,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/examples,Advanced Plugin Example,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/examples/advanced-plugin.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/examples,Minimal Plugin Example,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/examples/minimal-plugin.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/examples,Standard Plugin Example,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/examples/standard-plugin.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/references,Component Organization Patterns,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/references/component-patterns.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/references,Plugin Manifest Reference,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/references/manifest-reference.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/skill-development,skill-development,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/skill-development/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/plugin-dev/skills/skill-development/references,Skill Creator Original,anthropic-collection/claude-plugins-official/plugins/plugin-dev/skills/skill-development/references/skill-creator-original.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit,PR Review Toolkit,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit/agents,Code Reviewer,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/agents/code-reviewer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit/agents,Code Simplifier,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/agents/code-simplifier.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit/agents,Comment Analyzer,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/agents/comment-analyzer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit/agents,Pr Test Analyzer,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/agents/pr-test-analyzer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit/agents,Silent Failure Hunter,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/agents/silent-failure-hunter.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit/agents,Type Design Analyzer,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/agents/type-design-analyzer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pr-review-toolkit/commands,Review Pr,anthropic-collection/claude-plugins-official/plugins/pr-review-toolkit/commands/review-pr.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/project-artifact,project-artifact,anthropic-collection/claude-plugins-official/plugins/project-artifact/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/project-artifact/skills/project-artifact,project-artifact,anthropic-collection/claude-plugins-official/plugins/project-artifact/skills/project-artifact/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/project-artifact/skills/project-artifact,project-artifact — software (workstreams = PRs),anthropic-collection/claude-plugins-official/plugins/project-artifact/skills/project-artifact/swe.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/pyright-lsp,pyright-lsp,anthropic-collection/claude-plugins-official/plugins/pyright-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/ralph-loop,Ralph Loop Plugin,anthropic-collection/claude-plugins-official/plugins/ralph-loop/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/ralph-loop/commands,Cancel Ralph,anthropic-collection/claude-plugins-official/plugins/ralph-loop/commands/cancel-ralph.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/ralph-loop/commands,Help,anthropic-collection/claude-plugins-official/plugins/ralph-loop/commands/help.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/ralph-loop/commands,Ralph Loop,anthropic-collection/claude-plugins-official/plugins/ralph-loop/commands/ralph-loop.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/ruby-lsp,ruby-lsp,anthropic-collection/claude-plugins-official/plugins/ruby-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/rust-analyzer-lsp,rust-analyzer-lsp,anthropic-collection/claude-plugins-official/plugins/rust-analyzer-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/security-guidance,security-guidance,anthropic-collection/claude-plugins-official/plugins/security-guidance/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/session-report/skills/session-report,session-report,anthropic-collection/claude-plugins-official/plugins/session-report/skills/session-report/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/skill-creator,skill-creator,anthropic-collection/claude-plugins-official/plugins/skill-creator/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/skill-creator/skills/skill-creator,skill-creator,anthropic-collection/claude-plugins-official/plugins/skill-creator/skills/skill-creator/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/skill-creator/skills/skill-creator/agents,Post-hoc Analyzer Agent,anthropic-collection/claude-plugins-official/plugins/skill-creator/skills/skill-creator/agents/analyzer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/skill-creator/skills/skill-creator/agents,Blind Comparator Agent,anthropic-collection/claude-plugins-official/plugins/skill-creator/skills/skill-creator/agents/comparator.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/skill-creator/skills/skill-creator/agents,Grader Agent,anthropic-collection/claude-plugins-official/plugins/skill-creator/skills/skill-creator/agents/grader.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/skill-creator/skills/skill-creator/references,JSON Schemas,anthropic-collection/claude-plugins-official/plugins/skill-creator/skills/skill-creator/references/schemas.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/swift-lsp,swift-lsp,anthropic-collection/claude-plugins-official/plugins/swift-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/typescript-lsp,typescript-lsp,anthropic-collection/claude-plugins-official/plugins/typescript-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
MCP,Repositories,modelcontextprotocol/modelcontextprotocol,anthropic-collection/modelcontextprotocol,_Just heard of MCP and not sure where to start? Check out our [documentation website](https://modelcontextprotocol.io)._ This repo contains the:,Local: modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol,Antitrust,anthropic-collection/modelcontextprotocol/ANTITRUST.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol,Governance,anthropic-collection/modelcontextprotocol/GOVERNANCE.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol,MCP Maintainers,anthropic-collection/modelcontextprotocol/MAINTAINERS.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol,Model Context Protocol (MCP),anthropic-collection/modelcontextprotocol/README.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/archetypes,Default,anthropic-collection/modelcontextprotocol/blog/archetypes/default.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content, Index,anthropic-collection/modelcontextprotocol/blog/content/_index.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content,Archives,anthropic-collection/modelcontextprotocol/blog/content/archives.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content,Search,anthropic-collection/modelcontextprotocol/blog/content/search.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 07 29 Prompts For Automation,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-07-29-prompts-for-automation.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 07 31 Governance For Mcp,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-07-31-governance-for-mcp.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 09 05 Php Sdk,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-09-05-php-sdk.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 09 08 Mcp Registry Preview,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-09-08-mcp-registry-preview.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 09 26 Mcp Next Version Update,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-09-26-mcp-next-version-update.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
MCP,modelcontextprotocol/blog/content/posts,2025 11 03 Using Server Instructions,anthropic-collection/modelcontextprotocol/blog/content/posts/2025-11-03-using-server-instructions.md,,Local: modelcontextprotocol/modelcontextprotocol,,https://github.com/modelcontextprotocol/modelcontextprotocol
